Value1;Labels
29.839953846651166;0
28.14719796275641;0
26.96798987834553;0
26.53165317009193;0
26.89545530325529;0
27.37004401678192;0
28.73953155375456;0
30.63589760627324;0
32.64642626137806;0
34.904273152168585;0
36.927721108679094;0
38.75803311545742;0
40.65159253513065;0
42.039508658445065;0
42.789707535450404;0
42.91317129517971;0
42.583254449284254;0
41.48182122555816;0
40.13252467708252;0
38.21693686475283;0
35.75968166872526;0
33.1860178712389;0
30.904173746283952;0
28.605252915075777;0
26.96557009537574;0
25.72319892164214;0
24.80378929942922;0
24.68062034401396;0
24.95480946817418;0
25.93178363434303;0
27.343143831277988;0
29.152870788077834;0
30.834396636748604;0
32.983074709720725;0
35.14372077277105;0
37.13739194319436;0
38.838087848907655;0
40.03924582263716;0
40.62850618479928;0
40.95053580305287;0
40.47193367960203;0
39.69752607433545;0
38.44354173104084;0
36.62653875948246;0
34.30946808266472;0
31.95255199273369;0
29.39809356536442;0
27.411261401943104;0
25.14081122534654;0
23.55973484599364;0
22.28041452248491;0
22.27316876905064;0
22.28493050094807;0
23.26915732862197;0
24.46141548710878;0
26.35832869439977;0
28.390221323129794;0
30.649663291760188;0
32.638750757584866;0
34.90744560271958;0
36.6006784675824;0
37.9021513301734;0
38.703436911444676;0
38.76698316094337;0
38.44804243020213;0
37.486969483885964;0
36.26052812380106;0
34.31504252348189;0
32.31994446713339;0
29.994809617533274;0
27.578136265483916;0
25.56523903593732;0
23.72420270434203;0
22.002107205232207;0
21.094244051824464;0
20.65718169365513;0
20.963057605940993;0
22.0139705619642;0
23.08563051209574;0
24.908882543642996;0
27.2508151505537;0
29.782680964138045;0
32.09120141893965;0
34.09742141622267;0
35.703474886262434;0
37.07209780248156;0
37.86645139324218;0
37.935024933338774;0
37.38677010566864;0
36.396606424963096;0
34.86232666627586;0
33.38630394861094;0
31.20087173788733;0
29.038171443847375;0
26.763011068239766;0
24.725521790542594;0
22.86517614246844;0
21.64152379241335;0
20.399962927803806;0
20.139111697796253;0
20.103287698656423;0
20.959370489652045;0
22.183222598057487;0
24.086821035166874;0
26.20256971053957;0
28.578158155383516;0
30.826526215994022;0
33.149624152361866;0
34.89116291244891;0
36.29523566503051;0
37.02057991294171;0
37.20068569404175;0
37.132519279368545;0
36.367194575150315;0
34.90221311992796;0
33.27615117515185;0
31.051002148185336;0
28.742355617284645;0
26.692939295324543;0
24.751998331800404;0
23.045647444483375;0
21.456829354641567;0
20.533000638496432;0
20.4416124807096;0
20.68628677482674;0
21.589289414188592;0
22.905203954310238;0
24.744754156763758;0
27.27747683675297;0
29.604450895264215;0
31.86146900670592;0
34.35618880370134;0
36.24059080733796;0
37.629391628685916;0
38.4348473615079;0
38.52595618938066;0
37.998862537996224;0
37.232686547932246;0
35.841592718189105;0
34.14340828656454;0
31.97153235935918;0
29.73136524174249;0
27.59713176407937;0
25.90830853464455;0
24.100312153994896;0
22.84444035148334;0
21.725221954930603;0
21.616620051905493;0
22.383126701179734;0
23.171324575725563;0
24.525456338015083;0
26.596610676514018;0
28.697304831450566;0
31.30916410120081;0
33.54302140495119;0
35.56581902260236;0
37.81144272712338;0
39.46206570593188;0
40.34804092781805;0
40.77234237967954;0
40.44460879718348;0
39.70670404920638;0
38.19307981370753;0
36.39335080105229;0
34.05679966922447;0
31.784516184924026;0
29.570902774190156;0
27.358386209327016;0
25.62274596330347;0
24.417615482898178;0
23.746203766171707;0
23.713006346202707;0
24.08075011502892;0
24.960963241726862;0
26.70101264415222;0
28.471802465052143;0
30.844097270506424;0
33.13381690433894;0
35.49441721567824;0
37.71255002765695;0
39.638759423376754;0
41.17287384552989;0
42.16468472566831;0
42.4687440043253;0
42.036561290730916;0
41.32536232032838;0
39.984727525342414;0
38.410937677513246;0
36.19880895202057;0
33.981620173757335;0
31.68142406493024;0
29.99658726757207;0
28.489008066645845;0
27.210554202731114;0
26.272879919138145;0
25.976205732896624;0
26.387492878511242;0
27.417607974890323;0
28.440871506410588;0
29.86490464844314;0
32.25474681967789;0
34.796141088987156;0
37.12054884516286;0
39.43809813001505;0
41.4219332384261;0
42.8945492620964;0
44.03632373697268;0
44.46856011655524;0
44.09825389686151;0
43.48668999851379;0
42.18289219839724;0
40.43882155083981;0
38.327735891521584;0
35.92686065075776;0
33.48294739771681;0
31.214772593084884;0
29.44537835337524;0
28.213058260764058;0
27.461075206570996;0
27.36551717242164;0
27.9467404710717;0
28.677213798202747;0
30.386988980939616;0
32.25129593053723;0
34.22125357585168;0
36.19208655919022;0
38.367190788575755;0
40.517338284856066;0
42.424888292699464;0
43.90615554179542;0
44.570166209460695;0
44.734295057990124;0
44.557586884096004;0
43.85850001883651;0
42.23583356366317;0
40.6974344785194;0
38.55454351685454;0
36.46809748211966;0
34.43262314590874;0
32.54075893818918;0
30.952223137689014;0
29.867475006431913;0
29.215390600194937;0
28.79882614113562;0
29.23872862650891;0
30.194421662622013;0
31.40921701201507;0
32.976205730457174;0
35.07366330657232;0
37.13282669718783;0
39.41516853170181;0
41.49950574087053;0
43.20314619159863;0
44.51802338862156;0
45.57265682960391;0
45.6296737258343;0
45.0233937314647;0
44.33918705548135;0
42.89472320282195;0
40.9724744115468;0
39.02532862215447;0
36.968152557509455;0
34.718200311444406;0
32.84706141902157;0
31.055326149333933;0
29.716508934769273;0
28.957963908587573;0
28.520146369701877;0
28.550813644267546;0
29.4792196446771;0
30.82337192704584;0
32.328105080566786;0
33.992339874511025;0
36.07499879812763;0
38.24437631732319;0
40.1597145338115;0
41.90298898852577;0
43.141280564536764;0
43.99530069626893;0
44.76951533001814;0
44.47755955632422;0
43.558207821205485;0
42.12297983076579;0
40.15270526304033;0
38.23032707976422;0
36.085355950705406;0
33.63070566567521;0
31.473643909385288;0
29.47605939540482;0
28.069119068103017;0
27.30794019590005;0
26.714898761145385;0
27.00368964943445;0
27.65682965470731;0
28.9087472424404;0
30.596017640687826;0
32.647118466556385;0
34.88337493838665;0
36.960674434701296;0
38.80989067257687;0
40.635674551976194;0
41.97190137858043;0
43.09926033784311;0
43.21359959423938;0
42.40687784524202;0
41.51403314924083;0
39.942739152054685;0
37.925340168368294;0
35.83507876995016;0
33.302625805093726;0
31.096569925991908;0
29.275878913956568;0
27.451779448685595;0
26.053499824022538;0
25.26926804329684;0
24.81274141435547;0
25.000169238133257;0
25.69143578990819;0
27.052736829752963;0
28.94879552595487;0
30.942786441648497;0
33.128022537103384;0
35.301588520221124;0
37.46233861868254;0
39.309717488226504;0
40.64777992061971;0
41.4196272607938;0
41.61639382181381;0
41.10038786152115;0
40.168685713777194;0
38.807418303438205;0
37.007775073007316;0
34.66928486708131;0
32.25855527458217;0
29.810814864132098;0
27.74007665254469;0
25.949201679066697;0
24.36984864590445;0
23.128186985894484;0
22.664259948996825;0
23.04196780872622;0
23.908865025998736;0
24.97437564187271;0
26.64827095195966;0
28.583930819027426;0
30.937734307137855;0
33.146615021191124;0
34.850905869744466;0
36.71192246232717;0
38.374060310637645;0
39.255966247393616;0
39.68413875774474;0
39.465426941116434;0
38.72553927169854;0
37.39591358074235;0
35.51463541532102;0
33.06982574929275;0
30.73117716297263;0
28.18552302588637;0
25.889869757147494;0
23.924729029981194;0
22.514030807972993;0
21.745914676385645;0
21.681083411366984;0
21.693865379218774;0
22.568140357881262;0
23.91889317374304;0
25.791071763037042;0
27.854381319867265;0
29.916775337155855;0
31.99075982178461;0
34.13921274739288;0
36.01514138564222;0
37.32032984095757;0
38.06687881177246;0
38.09860015361832;0
37.67996467019961;0
36.79087536355593;0
35.41732026653679;0
33.66118340331726;0
31.45687298725737;0
29.28123623630447;0
27.42154411387561;0
25.367397102967335;0
23.609842340077662;0
22.19602406121992;0
21.426546752204754;0
21.265585979700287;0
21.261774740773344;0
21.986466143319902;0
23.27090692194092;0
24.882398196325603;0
27.198226368305647;0
29.153617513348443;0
31.55766557160296;0
33.7755676325856;0
35.52758959309569;0
36.97912556270904;0
37.97919876077687;0
38.40669484390715;0
38.109677270665934;0
37.04575930802819;0
35.528298607514394;0
33.837114920417434;0
31.82010080200422;0
29.35310042874862;0
26.962173091368342;0
24.97451110190932;0
23.222787993946525;0
22.206597385137016;0
21.173768269489507;0
20.95222704813831;0
21.366386375145975;0
22.088126849319245;0
23.33599644961541;0
25.019841902966583;0
26.999078325148012;0
29.31038110257468;0
31.527977474807972;0
34.054503078244686;0
36.112661362721006;0
37.53475114932292;0
38.712671616193056;0
39.17489876043613;0
38.96482516872797;0
38.14719766777613;0
36.65855215541808;0
34.60150825743821;0
32.786542106957334;0
30.505081503649862;0
28.2959063903477;0
26.25348890008704;0
24.507641640990485;0
23.01197502494862;0
22.52030465260539;0
22.235133866093506;0
22.58339638857197;0
23.58697171633613;0
25.214826555702327;0
27.264551315780707;0
29.532459689001776;0
31.692511286322443;0
34.06649271700364;0
36.3804836962557;0
38.09043105048868;0
39.23314109214222;0
40.278938922662405;0
40.53723433712716;0
40.4707407297492;0
39.63100304772995;0
38.237239306553406;0
36.61782654309293;0
34.74352355162653;0
32.20009324154013;0
29.949642401675554;0
27.984303655706874;0
26.33553762161903;0
24.835834973799578;0
23.952195307662723;0
23.903807846101092;0
24.46757390641156;0
25.86247640132879;0
27.078049409504427;0
28.878649774125215;0
31.15900060003124;0
33.87644173927826;0
36.049876662419365;0
37.95247619058692;0
39.63860970716108;0
41.114248184259964;0
42.115957450668596;0
42.74762038855251;0
42.11140236415846;0
41.47737783475771;0
40.33923808629372;0
38.836090023035595;0
36.71797707115542;0
34.50149204687898;0
32.286145704424534;0
30.45910388855232;0
28.856160842323906;0
27.59739199107316;0
26.852574092676154;0
26.692704121121622;0
27.326782117153382;0
28.107143668035377;0
29.605729100991876;0
31.528609120617418;0
33.555484759396926;0
35.51024353389773;0
37.9920042626221;0
40.20955998521758;0
42.095632466819865;0
43.55859834677062;0
44.141881397128984;0
44.763780427520246;0
44.63017576491845;0
43.85905735521501;0
42.28672547886904;0
40.54255107205617;0
38.41580623844849;0
36.34751427430529;0
34.01645573360282;0
32.188828029686405;0
30.330972841889523;0
28.923090428359174;0
28.097348965680386;0
27.88063678327045;0
28.051177608624187;0
29.048010875670265;0
30.222527097995776;0
32.04043430894298;0
34.30809117377566;0
36.585677943918164;0
38.8142399997524;0
41.196461348948866;0
43.30489845101931;0
44.83708991111629;0
45.77806930555231;0
46.04234883683336;0
45.77483161561496;0
45.09628759033585;0
43.6128808041456;0
41.566442953105664;0
39.54577278802594;0
37.46303589546801;0
35.20811009153724;0
33.086639099553466;0
31.19623665222563;0
29.912038262607176;0
29.16769057249939;0
28.69569585972488;0
29.086228724295285;0
30.077113024615336;0
31.47753841423854;0
33.36677103480668;0
35.51448618718082;0
37.37596972952287;0
39.701385023163084;0
41.618131163801095;0
43.261212855949026;0
44.70765502931113;0
45.27402276534313;0
45.616216742977564;0
45.53850273592851;0
44.85977821023161;0
43.38893615948802;0
41.74771128213909;0
39.730088614740254;0
37.704849566715865;0
35.41774384080865;0
33.220309440862124;0
31.391533396315374;0
29.952647975904114;0
28.80331328409465;0
28.33002959695074;0
28.50089740213753;0
29.35418118016692;0
30.951863758496543;0
32.68549391867272;0
34.90081655407491;0
37.32293649658314;0
39.59708126404705;0
41.79785667271101;0
43.603252322980744;0
44.858778866601;0
45.62212099631253;0
45.80778070277582;0
45.445463718031704;0
44.46725375561711;0
42.78760475382225;0
40.8955754114995;0
38.80014550935887;0
36.44479802228602;0
34.259209238804566;0
32.1870400062554;0
30.352859163140163;0
28.8323158162829;0
27.743536252315973;0
27.094308484424303;0
27.269801118531962;0
27.81816029293935;0
29.0759464051815;0
30.727359277527142;0
33.02262942178144;0
35.34780949491956;0
37.575478946830216;0
39.70450840004782;0
41.41702198479012;0
42.71914658368257;0
43.58201040731763;0
43.45793098350933;0
42.97217442958303;0
41.921801490825324;0
40.20009681793067;0
38.451241156266754;0
36.13732033413653;0
33.936784396338524;0
31.84117193243658;0
29.730435342604494;0
27.824126149053324;0
26.50811807547583;0
25.44169218088623;0
25.27153193184166;0
25.371523333998255;0
26.331686189856047;0
27.400655469688218;0
29.373393773686175;0
31.349443957414973;0
33.394330955939076;0
35.52652285890036;0
37.63626164272765;0
39.1581904195703;0
40.48829322564398;0
41.35183130657987;0
41.442312124001106;0
41.13275906144;0
40.15123070527033;0
38.53122843630255;0
36.47396170746593;0
34.49915300968013;0
32.14847558628651;0
30.21440157120756;0
28.304656680890382;0
26.517472028132733;0
25.152240258746385;0
24.358249966446145;0
23.831319861924236;0
23.950285257805746;0
24.44291173512037;0
25.703151308655443;0
27.28614850013836;0
29.074352435147336;0
31.29118931512049;0
33.554795995591725;0
35.6863032372127;0
37.56228942896002;0
38.88622608271373;0
39.712762666859774;0
40.08365291091681;0
39.69952229578122;0
38.731779439495625;0
37.01346215629001;0
35.05744975133417;0
32.81548437161969;0
30.376124243757097;0
28.1304674437213;0
26.113739762520954;0
24.2417447511986;0
23.01999013376435;0
22.09324244686819;0
21.724157567296928;0
22.08768899047816;0
22.887296521475726;0
24.03709686575482;0
25.784386153612207;0
27.826291696494508;0
30.162762538691123;0
32.41016427344955;0
34.31957916606096;0
36.017670997502826;0
37.30236699740723;0
38.17629042816408;0
38.47258766043551;0
38.05386354731399;0
37.08997022832257;0
35.64303745405738;0
33.912016125834164;0
32.07299527890095;0
29.676926311636855;0
27.24862332756378;0
25.07025139685269;0
23.18062245827819;0
21.814202437379205;0
20.919518784184465;0
20.520737188893158;0
21.086938096575217;0
21.782295129508846;0
23.22629402015271;0
25.16118048340749;0
27.34364639980293;0
29.63593116815135;0
31.762373113520066;0
33.47085414591172;0
35.57197686077835;0
36.82868563314503;0
37.623402858126965;0
37.89583154662883;0
37.73319329843961;0
37.067448200123835;0
36.03188350314717;0
34.199337510881634;0
32.123665998747995;0
30.01760322026589;0
27.800722225459197;0
25.558251486750933;0
23.597224277870517;0
22.219579617383612;0
21.494215441316047;0
21.084171233430737;0
21.449672704032174;0
22.445003658918267;0
23.950222707076176;0
25.93521050388673;0
27.98199890587528;0
30.249990325374032;0
32.70445918106699;0
34.82143216077655;0
36.8220430617648;0
38.29363454488079;0
39.18990368968012;0
39.713598524599995;0
39.270777404617625;0
38.77879292400469;0
37.23584637137476;0
35.31033119684154;0
33.13477637024106;0
30.92026863511299;0
28.544476928847402;0
27.005507821779496;0
24.974125465170538;0
23.788429684033705;0
22.882340411930866;0
22.844143195593638;0
23.16820082027792;0
24.03646951972281;0
24.981927261442742;0
26.955166101144854;0
29.287415586013537;0
31.687390538111913;0
33.92877578813983;0
36.141345665275544;0
38.19848814505246;0
39.92263645211521;0
40.94933383209936;0
41.28396703627848;0
41.22649290230534;0
40.61350498148986;0
39.18500941547717;0
37.42106486841954;0
35.34293910219975;0
33.27935976317141;0
31.00739080973574;0
28.81490770050588;0
27.066406970883836;0
25.886231532550063;0
24.98481192555212;0
24.78724932926923;0
24.88795174121558;0
26.02037687331823;0
27.753417546283213;0
29.79010368637808;0
31.96278034226917;0
34.52145003685434;0
36.516888248332165;0
38.93609085655008;0
40.56702774113953;0
41.83442162832708;0
42.44490324015208;0
43.07421078880088;0
42.85677435588524;0
42.60244511245367;0
41.33673598732976;0
39.708245357927844;0
37.62382155428418;0
35.2693767372283;0
32.78262076892651;0
30.613979323573403;0
28.79945577876012;0
27.442900393266896;0
26.721198490226147;0
26.598228874181046;0
27.19213692464345;0
28.212966728199714;0
29.740562963914883;0
31.379185914135125;0
33.50219599834422;0
35.871677710010495;0
38.11901876155493;0
40.225705710847734;0
42.2665990763362;0
43.7268305464887;0
44.65375817278732;0
44.99885575961308;0
44.60096490018893;0
43.82872184362731;0
42.770008291507665;0
40.74882777476518;0
38.60802896759608;0
36.543235834474864;0
34.46916182102892;0
32.43766186329327;0
30.860099511538422;0
29.246741627632254;0
28.657046075080878;0
28.55926102662632;0
28.896941692584015;0
29.796181681630074;0
31.32709832012932;0
33.019055008365314;0
35.24536015668352;0
37.38175307021104;0
39.58713846723486;0
41.79579410162831;0
43.38980644433473;0
44.96077745354732;0
45.79143297461151;0
46.03998770657892;0
45.78234745666933;0
44.83013634369147;0
43.49233442140287;0
41.87136436373954;0
39.73147293184521;0
37.47043741216862;0
35.37300113059498;0
33.41591393546654;0
31.79642514698145;0
30.520231166000183;0
29.593201523378834;0
29.32160131426124;0
29.445107628101674;0
30.313747951267146;0
31.7152676506343;0
33.61046437896186;0
35.56890905191081;0
37.73718762866006;0
40.22747813998604;0
42.63006023464596;0
44.43701314262114;0
45.65832419943998;0
46.480304162944705;0
46.7161176597485;0
46.39671882498387;0
45.230790799777424;0
43.59078814444947;0
41.68098302943337;0
39.537675366372824;0
37.15862749429304;0
34.710654856283895;0
32.913542099071826;0
31.087979392309343;0
29.906425180205098;0
29.107906294145714;0
28.99179631322071;0
29.077554713649363;0
30.32154021532783;0
31.51987364856565;0
33.36172385100199;0
35.43566512370363;0
37.643396306215756;0
39.70338959937587;0
41.9089706021942;0
43.37185616836043;0
44.54618006669693;0
45.34438253433696;0
45.7504377961765;0
45.328400248046485;0
44.43755792120332;0
43.209379130346214;0
41.29675852051781;0
39.14895599279048;0
36.49579557086674;0
33.94917283801522;0
31.870592088675416;0
30.1720898253275;0
28.705258964959718;0
27.970921222087878;0
27.546978854187227;0
27.80251206411402;0
28.792920880545637;0
29.913549263197694;0
31.61984648437623;0
33.75988501120555;0
35.92019844490104;0
38.17733843543632;0
40.28080315622038;0
41.9819660122387;0
43.46502884500814;0
44.073224918006275;0
44.139971236345666;0
43.77398122627495;0
42.90468832688045;0
41.52513960318237;0
39.47623648516273;0
37.26266742431299;0
35.18821644958653;0
32.766840987674236;0
30.68572414918235;0
28.922973417594644;0
27.576939873075325;0
26.772391960049095;0
26.376866083374754;0
26.282418602789168;0
26.8813932894409;0
27.937106786083064;0
29.580815328903373;0
31.55071916920769;0
33.4980958264004;0
35.810469219515774;0
37.84843594311616;0
39.635581998497;0
40.984949979718344;0
41.721934443297734;0
41.95017317664997;0
41.757655942225426;0
40.627905242640296;0
39.26227768452672;0
37.40527671705334;0
35.38133036078049;0
33.02029772890543;0
30.77134989790028;0
28.61952068735055;0
27.019254081427846;0
25.504908265870306;0
24.81863808798039;0
24.261829340150793;0
24.706079918451394;0
25.456404018150497;0
26.937342085895754;0
28.348741426429203;0
30.46267720799114;0
32.74604980922814;0
34.92161745264313;0
36.63772622772454;0
38.084897932983765;0
39.32094686018207;0
40.232025194242766;0
40.42278405777293;0
39.63481016883137;0
38.73697589379358;0
37.367861529993384;0
35.661954698359054;0
33.43743522848696;0
31.083754055879705;0
28.68277353854909;0
26.510107932925088;0
24.730360601896304;0
23.237290405855276;0
22.235725151239073;0
21.877831548700858;0
22.281250840134664;0
23.071323316432082;0
24.59203528799577;0
26.248382611169664;0
28.374797465585672;0
30.817748120818486;0
32.75122766153669;0
34.762715561627196;0
36.45725524240213;0
37.885198583355844;0
38.798815102663056;0
39.077629949691904;0
38.818112118011484;0
38.092776064631316;0
36.48655280896783;0
34.7735346891817;0
32.52087534050294;0
30.124647327770056;0
28.104734228779854;0
25.780564732161316;0
24.006250558708672;0
22.89799822673855;0
21.947711082736546;0
21.650358022858228;0
22.060387217525715;0
22.826006177350358;0
24.195976509687725;0
25.99749847286313;0
27.800648244906874;0
30.258804972839975;0
32.666433733326976;0
34.78466027470377;0
36.27631397800558;0
37.73315234786181;0
38.519571158098884;0
38.934210757984296;0
38.721609246116046;0
37.54690840234736;0
36.038700122082915;0
34.2187161028169;0
32.26112535264157;0
30.049712635422548;0
27.775739023536385;0
25.699817209254245;0
24.04200487470147;0
22.818708065315125;0
21.96996809148483;0
21.61991301074914;0
21.96487327930341;0
23.10731159537593;0
24.4162398979425;0
26.42641612333202;0
28.58412186197107;0
31.136549780976626;0
33.4246816083735;0
35.6390566055935;0
37.37983624588152;0
38.866215575086414;0
39.747160963705774;0
40.1851661158534;0
39.851894517646514;0
39.0993805371101;0
37.64485211384863;0
35.997422389150664;0
33.83121124025366;0
31.573435504447183;0
29.3363046197044;0
27.49378090179952;0
25.50483807941977;0
24.34302103036105;0
23.308354748134704;0
23.197584019287095;0
23.529959858142;0
24.384131732273826;0
25.455848301250434;0
27.48869784225881;0
29.73893879009299;0
32.355515849666844;0
34.655749421785835;0
36.72394707663153;0
38.68509776175616;0
40.42991830682734;0
41.269024278794745;0
41.674696734990036;0
41.27858968657987;0
40.34764643335549;0
39.31799492414641;0
37.44713680590755;0
35.48625434089853;0
33.461888293562865;0
30.925228945958228;0
28.963050822796163;0
27.58897116158673;0
26.16292262751243;0
25.394465414697102;0
25.13357488773757;0
25.340778876256763;0
26.543093308962177;0
27.921087106236907;0
29.333156161058884;0
31.58740462115017;0
33.88362730492452;0
36.298862866971305;0
38.72658711287693;0
40.55026139668602;0
42.09738417609879;0
43.27554076426932;0
43.65510214545537;0
43.453343052996395;0
42.58799352449783;0
41.02594418732235;0
39.35223436849445;0
37.25693182104107;0
35.14923752267819;0
32.976361109932995;0
31.243104775747632;0
29.331148803495793;0
28.099087405162784;0
27.45343308636425;0
27.121228284639106;0
27.48824625801619;0
28.19402073238034;0
29.566615000678162;0
31.7361359290357;0
34.11748510402854;0
36.34133551865786;0
38.810245214456984;0
40.986326228740644;0
42.947365021020815;0
44.343759762846425;0
45.18488456023772;0
45.452331784322965;0
45.24232893302873;0
44.42957219756585;0
43.11997416985144;0
41.482189818640194;0
39.72865515007783;0
37.52736885828946;0
35.1548441083317;0
33.0017164471023;0
31.24226884986505;0
29.653828834409016;0
28.878755439414654;0
28.235907650714527;0
28.47097654324076;0
29.60952956641994;0
31.179074517406182;0
33.09017104317695;0
35.40794477712595;0
37.714299032051684;0
40.11173632579005;0
42.28086899614607;0
44.205389135808005;0
45.53133996453976;0
46.383613906104635;0
46.725477208973196;0
46.55298867024257;0
45.57512821582707;0
44.370585102219906;0
42.48267812380219;0
40.398289757781264;0
38.09253897114705;0
36.12708002691464;0
33.79078403105612;0
32.24786758101721;0
30.744986170489483;0
30.014177607746795;0
29.676618041545307;0
30.030703561425394;0
30.67358919319311;0
32.108110488785464;0
33.821022708214805;0
35.779372990926554;0
37.9398318562167;0
40.30137858858451;0
42.39056674495747;0
44.10358403219305;0
45.60467980642329;0
46.53023484967136;0
47.043373086042614;0
46.76053862310691;0
45.787530837805846;0
44.56656648940533;0
42.65328411793647;0
40.56107937753626;0
38.075473963582986;0
35.86371138078337;0
33.662090751899285;0
31.97417648764177;0
30.415556818386815;0
29.773975384085894;0
29.503911093432592;0
29.956099813595753;0
30.679648083321656;0
32.022724995063044;0
33.653320784872065;0
35.54012839394186;0
37.701563742285394;0
39.981259988994964;0
41.95362907669079;0
43.56123793074058;0
44.85138309330816;0
45.75149643042545;0
46.352402475958336;0
45.95413523229782;0
44.66299446822756;0
43.23205866361536;0
41.67547366283837;0
39.66139808472416;0
37.46161447083517;0
35.1395178213644;0
33.07915484136659;0
31.489995679447457;0
29.933343744937872;0
28.996334283309366;0
28.536601695158723;0
28.566229879891182;0
29.11832403326704;0
30.396982079139114;0
32.19885269280687;0
34.199447051018396;0
36.26435787462047;0
38.33807181937952;0
40.3873489419949;0
42.30649816961155;0
43.61495384977568;0
44.12232703137825;0
44.47362998012392;0
44.13122324790165;0
43.28469308065246;0
41.911538544725005;0
40.00397829172974;0
37.90435725792022;0
35.81226326045759;0
33.475936744029234;0
30.95432840274158;0
29.22968420342962;0
27.722791689176816;0
26.680251199043564;0
26.109255792035547;0
26.04592963303983;0
26.785157688064523;0
28.479515238804353;0
30.006314296418818;0
32.01269366627209;0
34.062379870362925;0
36.11516460938276;0
38.21113187670748;0
39.99705123796973;0
41.267258581965564;0
42.064481117797236;0
42.136188159024506;0
41.83494408818402;0
41.08503485171781;0
39.7921339806886;0
37.772525000892415;0
35.545856068585664;0
33.13189855775515;0
31.016198246157344;0
28.8437414112796;0
26.911475183010484;0
25.364255640893315;0
24.353168998101502;0
23.86565544416102;0
24.178212652803502;0
24.858854427847813;0
26.2479849485185;0
27.914788780433152;0
30.007524504549025;0
32.32666517671393;0
34.53162212930958;0
36.813249334162386;0
38.897261782240285;0
40.062411780428356;0
40.957237351394596;0
41.1040902521057;0
40.85058850063108;0
39.97709176747864;0
38.322821967537294;0
36.23255066900384;0
34.1187161430874;0
31.80901538469642;0
29.58747993007083;0
27.348074021715895;0
25.43491048790501;0
23.965646609398636;0
23.081156970826704;0
22.994777612063896;0
23.484183145475228;0
24.068842169652783;0
25.46861016653242;0
27.177839622736304;0
29.190440197982646;0
31.433094181905627;0
33.48063601692899;0
35.36745820881382;0
37.26516704649631;0
38.70555128648749;0
39.619104603807095;0
39.875658758609994;0
39.15248435915717;0
38.12115272014191;0
36.70124244941111;0
34.92883188107102;0
32.497418602755296;0
30.319601411497352;0
28.113888629122304;0
26.254744811102526;0
24.6220399150824;0
23.403799591828776;0
22.52846683694382;0
22.309074364004612;0
22.572490848436978;0
23.186329990913872;0
24.497958212586266;0
26.230138358833198;0
28.23342140674118;0
30.325772765497046;0
32.85358563823863;0
34.757167305972466;0
36.84444773268387;0
38.10771843605093;0
39.02909836720731;0
39.05574244936078;0
38.933610950197064;0
37.76745041534927;0
36.444180160487825;0
34.602100041787736;0
32.57804104564408;0
30.345186982938074;0
28.163759012884153;0
26.040462375981623;0
24.383475582233395;0
23.08763550643599;0
22.13168726762538;0
21.857713269113358;0
22.291598651787623;0
23.380765007788398;0
24.81162323415517;0
26.516984691592697;0
28.689450932360998;0
31.183398858616705;0
33.62577729096627;0
35.76328810572588;0
37.414362809051894;0
38.9617945469266;0
40.035558685551806;0
